concept,description_concept,type_concept,term,type_term,description_term,generateur,prefix,gender,conjugaison,ehasElisionlision,accordFemSing,accordFemPlu,accordMasSing,accordMasPlu
,,,substantif:Fabien   masculin,substantif,,,Fabien,masculin,,0,,,,
,,,substantif:Félicien   masculin,substantif,,,Félicien,masculin,,0,,,,
,,,substantif:Ferdinand   masculin,substantif,,,Ferdinand,masculin,,0,,,,
,,,substantif:Fernand   masculin,substantif,,,Fernand,masculin,,0,,,,
,,,substantif:Fidèle   masculin,substantif,,,Fidèle,masculin,,0,,,,
,,,substantif:Firmin   masculin,substantif,,,Firmin,masculin,,0,,,,
,,,substantif:Flavien   masculin,substantif,,,Flavien,masculin,,0,,,,
,,,substantif:Florent   masculin,substantif,,,Florent,masculin,,0,,,,
,,,substantif:Florian   masculin,substantif,,,Florian,masculin,,0,,,,
,,,substantif:Francelin   masculin,substantif,,,Francelin,masculin,,0,,,,
,,,substantif:Francis   masculin,substantif,,,Francis,masculin,,0,,,,
,,,substantif:Francisque   masculin,substantif,,,Francisque,masculin,,0,,,,
,,,substantif:François   masculin,substantif,,,François,masculin,,0,,,,
,,,substantif:Frank   masculin,substantif,,,Frank,masculin,,0,,,,
,,,substantif:Aaron   masculin,substantif,,,Aaron,masculin,,1,,,,
,,,substantif:Abel   masculin,substantif,,,Abel,masculin,,1,,,,
,,,substantif:Abélard   masculin,substantif,,,Abélard,masculin,,1,,,,
,,,substantif:Adalbert   masculin,substantif,,,Adalbert,masculin,,1,,,,
,,,substantif:Adelphe   masculin,substantif,,,Adelphe,masculin,,1,,,,
,,,substantif:Adolphe   masculin,substantif,,,Adolphe,masculin,,1,,,,
,,,substantif:Adrien   masculin,substantif,,,Adrien,masculin,,1,,,,
,,,substantif:Aimé   masculin,substantif,,,Aimé,masculin,,1,,,,
,,,substantif:Alain   masculin,substantif,,,Alain,masculin,,1,,,,
,,,substantif:Alban   masculin,substantif,,,Alban,masculin,,1,,,,
,,,substantif:Albéric   masculin,substantif,,,Albéric,masculin,,1,,,,
,,,substantif:Albin   masculin,substantif,,,Albin,masculin,,1,,,,
,,,substantif:Alcée   masculin,substantif,,,Alcée,masculin,,1,,,,
,,,substantif:Alde   masculin,substantif,,,Alde,masculin,,1,,,,
,,,substantif:Alex   masculin,substantif,,,Alex,masculin,,1,,,,
,,,substantif:Alexis   masculin,substantif,,,Alexis,masculin,,1,,,,
,,,substantif:Alfred   masculin,substantif,,,Alfred,masculin,,1,,,,
,,,substantif:Alix   masculin,substantif,,,Alix,masculin,,1,,,,
,,,substantif:Alphonse   masculin,substantif,,,Alphonse,masculin,,1,,,,
,,,substantif:Amel   masculin,substantif,,,Amel,masculin,,1,,,,
,,,substantif:Anicet   masculin,substantif,,,Anicet,masculin,,1,,,,
,,,substantif:Antoni   masculin,substantif,,,Antoni,masculin,,1,,,,
,,,substantif:Antonin   masculin,substantif,,,Antonin,masculin,,1,,,,
,,,substantif:Arcadi   masculin,substantif,,,Arcadi,masculin,,1,,,,
,,,substantif:Armand   masculin,substantif,,,Armand,masculin,,1,,,,
,,,substantif:Arthur   masculin,substantif,,,Arthur,masculin,,1,,,,
,,,substantif:Aubin   masculin,substantif,,,Aubin,masculin,,1,,,,
,,,substantif:Auger   masculin,substantif,,,Auger,masculin,,1,,,,
,,,substantif:Auguste   masculin,substantif,,,Auguste,masculin,,1,,,,
,,,substantif:Augustin   masculin,substantif,,,Augustin,masculin,,1,,,,
,,,substantif:Aurélien   masculin,substantif,,,Aurélien,masculin,,1,,,,
,,,substantif:Axel   masculin,substantif,,,Axel,masculin,,1,,,,
,,,substantif:Edgard   masculin,substantif,,,Edgard,masculin,,1,,,,
,,,substantif:Edmond   masculin,substantif,,,Edmond,masculin,,1,,,,
,,,substantif:Édouard   masculin,substantif,,,Édouard,masculin,,1,,,,
,,,substantif:Éliacin   masculin,substantif,,,Éliacin,masculin,,1,,,,
,,,substantif:Élysée   masculin,substantif,,,Élysée,masculin,,1,,,,
,,,substantif:Émeric   masculin,substantif,,,Émeric,masculin,,1,,,,
,,,substantif:Émilien   masculin,substantif,,,Émilien,masculin,,1,,,,
,,,substantif:Enoha   masculin,substantif,,,Enoha,masculin,,1,,,,
,,,substantif:Enzo   masculin,substantif,,,Enzo,masculin,,1,,,,
,,,substantif:Ernest   masculin,substantif,,,Ernest,masculin,,1,,,,
,,,substantif:Ervan   masculin,substantif,,,Ervan,masculin,,1,,,,
,,,substantif:Eustache   masculin,substantif,,,Eustache,masculin,,1,,,,
m_PrénomMIF,,m,substantif:Germaine   féminin,substantif,,,Germaine,féminin,,0,,,,
,,,substantif:Rachel   féminin,substantif,,,Rachel,féminin,,0,,,,
,,,substantif:Odette   féminin,substantif,,,Odette,féminin,,1,,,,
,,,substantif:Françoise   féminin,substantif,,,Françoise,féminin,,0,,,,
,,,substantif:Gilberte   féminin,substantif,,,Gilberte,féminin,,0,,,,
,,,substantif:Roberte   féminin,substantif,,,Roberte,féminin,,0,,,,
,,,substantif:Albertine   féminin,substantif,,,Albertine,féminin,,1,,,,
,,,substantif:Oriane   féminin,substantif,,,Oriane,féminin,,1,,,,
,,,substantif:Lucienne   féminin,substantif,,,Lucienne,féminin,,0,,,,
,,,substantif:Anna-Maria   féminin,substantif,,,Anna-Maria,féminin,,1,,,,
m_prestation,,m,substantif:prestation  s féminin,substantif,,,prestation,féminin,,0,,s,,
m_prieur,,m,substantif:prieur  s masculin,substantif,,,prieur,masculin,,0,,,,s
m_prieuré,,m,substantif:prieuré  s masculin,substantif,,,prieuré,masculin,,0,,,,s
m_prince,,m,substantif:prince  s masculin,substantif,,,prince,masculin,,0,,,,s
m_procès,,m,substantif:procès   masculin,substantif,,,procès,masculin,,0,,,,
m_processus,,m,substantif:processus   masculin,substantif,,,processus,masculin,,0,,,,
m_procréation,,m,substantif:procréation  s féminin,substantif,,,procréation,féminin,,0,,s,,
m_producteur,,m,substantif:producteur  s masculin,substantif,,,producteur,masculin,,0,,,,s
m_profit,,m,substantif:profit  s masculin,substantif,,,profit,masculin,,0,,,,s
m_prophète,,m,substantif:prophète  s masculin,substantif,,,prophète,masculin,,0,,,,s
m_propreté,,m,substantif:propreté  s féminin,substantif,,,propreté,féminin,,0,,s,,
m_propriétaire,,m,substantif:propriétaire  s masculin,substantif,,,propriétaire,masculin,,0,,,,s
m_proscrit,,m,substantif:proscrit  s masculin,substantif,,,proscrit,masculin,,0,,,,s
m_proverbe,,m,substantif:proverbe  s masculin,substantif,,,proverbe,masculin,,0,,,,s
m_provision 1,,m,substantif:provision  s féminin,substantif,,,provision,féminin,,0,,s,,
,,,generateur:[m_réserve],generateur,,,,,,,,,,
m_prudence 1,,m,generateur:[m_prudence],generateur,,,,,,,,,,
,,,generateur:[m_sagesse],generateur,,,,,,,,,,
,,,substantif:circonspection  s féminin,substantif,,,circonspection,féminin,,0,,s,,
,,,substantif:doigté  s masculin,substantif,,,doigté,masculin,,0,,,,s
,,,substantif:retenue  s féminin,substantif,,,retenue,féminin,,0,,s,,
,,,generateur:[m_modération],generateur,,,,,,,,,,
m_psaume,,m,substantif:psaume  s masculin,substantif,,,psaume,masculin,,0,,,,s
m_pseudonyme,,m,substantif:pseudonyme  s masculin,substantif,,,pseudonyme,masculin,,0,,,,s
m_puanteur 1,,m,substantif:puanteur  s féminin,substantif,,,puanteur,féminin,,0,,s,,
,,,substantif:pestilence  s féminin,substantif,,,pestilence,féminin,,0,,s,,
m_puberté,,m,substantif:puberté  s féminin,substantif,,,puberté,féminin,,0,,s,,
m_puce,,m,substantif:puce  s féminin,substantif,,,puce,féminin,,0,,s,,
m_pudeur 1,,m,generateur:[m_chasteté],generateur,,,,,,,,,,
,,,substantif:continence  s féminin,substantif,,,continence,féminin,,0,,s,,
,,,substantif:pruderie  s féminin,substantif,,,pruderie,féminin,,0,,s,,
,,,substantif:pudibonderie  s féminin,substantif,,,pudibonderie,féminin,,0,,s,,
,,,generateur:[m_pudeur],generateur,,,,,,,,,,
m_puits,,m,substantif:puits   masculin,substantif,,,puits,masculin,,0,,,,
m_pull 1,,m,substantif:pull   masculin,substantif,,,pull,masculin,,0,,,,
,,,generateur:[m_T-shirt],generateur,,,,,,,,,,
m_punition,,m,substantif:punition  s féminin,substantif,,,punition,féminin,,0,,s,,
m_punition 1,,m,substantif:revanche  s féminin,substantif,,,revanche,féminin,,0,,s,,
,,,generateur:[m_châtiment],generateur,,,,,,,,,,
,,,generateur:[m_punition],generateur,,,,,,,,,,
m_purgatoire,,m,substantif:purgatoire  s masculin,substantif,,,purgatoire,masculin,,0,,,,s
m_pus,,m,substantif:pus   masculin,substantif,,,pus,masculin,,0,,,,
m_pustule,,m,substantif:pustule  s féminin,substantif,,,pustule,féminin,,0,,s,,
m_quatuor,,m,substantif:quatuor   masculin,substantif,,,quatuor,masculin,,0,,,,
m_quenouille,,m,substantif:quenouille  s féminin,substantif,,,quenouille,féminin,,0,,s,,
m_quintaine,,m,substantif:quintaine  s féminin,substantif,,,quintaine,féminin,,0,,s,,
m_rachat,,m,substantif:rachat  s masculin,substantif,,,rachat,masculin,,0,,,,s
m_radar,,m,substantif:radar  s masculin,substantif,,,radar,masculin,,0,,,,s
m_ragout,,m,substantif:ragoût  s masculin,substantif,,,ragoût,masculin,,0,,,,s
m_rainure,,m,substantif:rainure  s féminin,substantif,,,rainure,féminin,,0,,s,,
m_raisin,,m,substantif:raisin  s masculin,substantif,,,raisin,masculin,,0,,,,s
m_rançon,,m,substantif:rançon  s féminin,substantif,,,rançon,féminin,,0,,s,,
m_rang 1,,m,generateur:[m_rang],generateur,,,,,,,,,,
,,,generateur:[m_rangée],generateur,,,,,,,,,,
m_rangée,,m,substantif:rangée  s féminin,substantif,,,rangée,féminin,,0,,s,,
m_rapine 1,,m,substantif:pillage  s masculin,substantif,,,pillage,masculin,,0,,,,s
,,,substantif:rapine  s féminin,substantif,,,rapine,féminin,,0,,s,,
,,,substantif:brigandage  s masculin,substantif,,,brigandage,masculin,,0,,,,s
,,,generateur:[m_vol 1],generateur,,,,,,,,,,
m_ras,,m,substantif:ras   masculin,substantif,,,ras,masculin,,0,,,,
m_râtelier,,m,substantif:râtelier  s masculin,substantif,,,râtelier,masculin,,0,,,,s
m_ravissement,,m,substantif:ravissement  s masculin,substantif,,,ravissement,masculin,,0,,,,s
m_rayure,,m,substantif:rayure  s féminin,substantif,,,rayure,féminin,,0,,s,,
m_rebellion,,m,substantif:rebellion  s féminin,substantif,,,rebellion,féminin,,0,,s,,
m_réception,,m,substantif:réception  s féminin,substantif,,,réception,féminin,,0,,s,,
m_récompense,,m,substantif:récompense  s féminin,substantif,,,récompense,féminin,,0,,s,,
m_réconfort,,m,substantif:réconfort  s masculin,substantif,,,réconfort,masculin,,0,,,,s
m_record,,m,substantif:record  s masculin,substantif,,,record,masculin,,0,,,,s
m_rectangle,,m,substantif:rectangle  s masculin,substantif,,,rectangle,masculin,,0,,,,s
m_recul,,m,substantif:recul   masculin,substantif,,,recul,masculin,,0,,,,
m_rédemption,,m,substantif:rédemption  s féminin,substantif,,,rédemption,féminin,,0,,s,,
m_redevance,,m,substantif:redevance  s féminin,substantif,,,redevance,féminin,,0,,s,,
m_réfectoire,,m,substantif:réfectoire  s masculin,substantif,,,réfectoire,masculin,,0,,,,s
m_refus,,m,substantif:refus   masculin,substantif,,,refus,masculin,,0,,,,
m_régime,,m,substantif:régime  s masculin,substantif,,,régime,masculin,,0,,,,s
m_règle 1,,m,substantif:règle  s féminin,substantif,,,règle,féminin,,0,,s,,
,,,generateur:[m_canon],generateur,,,,,,,,,,
,,,generateur:[m_enseignement],generateur,,,,,,,,,,
,,,generateur:[m_précepte],generateur,,,,,,,,,,
m_règlement,,m,substantif:règlement  s masculin,substantif,,,règlement,masculin,,0,,,,s
m_réglementation,,m,substantif:règlementation  s féminin,substantif,,,règlementation,féminin,,0,,s,,
m_règne,,m,substantif:règlementation  s féminin,substantif,,,règlementation,féminin,,,,,,
m_regret 2,,m,substantif:contrariété  s féminin,substantif,,,contrariété,féminin,,0,,s,,
,,,substantif:déplaisir  s masculin,substantif,,,déplaisir,masculin,,0,,,,s
,,,substantif:désagrément  s masculin,substantif,,,désagrément,masculin,,0,,,,s
,,,substantif:désappointement  s masculin,substantif,,,désappointement,masculin,,0,,,,s
,,,substantif:insatisfaction  s féminin,substantif,,,insatisfaction,féminin,,1,,s,,
,,,generateur:[m_mécontentement],generateur,,,,,,,,,,
m_régularité,,m,substantif:régularité  s féminin,substantif,,,régularité,féminin,,0,,s,,
m_rejet 1,,m,substantif:démarcation  s féminin,substantif,,,démarcation,féminin,,0,,s,,
,,,substantif:répudiation  s féminin,substantif,,,répudiation,féminin,,0,,s,,
,,,substantif:éloignement  s masculin,substantif,,,éloignement,masculin,,1,,,,s
,,,generateur:[m_exil],generateur,,,,,,,,,,
,,,generateur:[m_rejet],generateur,,,,,,,,,,
,,,generateur:[m_séparation],generateur,,,,,,,,,,
m_réjouissance,,m,substantif:réjouissance  s féminin,substantif,,,réjouissance,féminin,,0,,s,,
m_relais,,m,substantif:relais   masculin,substantif,,,relais,masculin,,0,,,,
m_reliquaire,,m,substantif:reliquaire  s masculin,substantif,,,reliquaire,masculin,,0,,,,s
m_relique,,m,substantif:relique  s féminin,substantif,,,relique,féminin,,0,,s,,
m_remariage,,m,substantif:remariage  s masculin,substantif,,,remariage,masculin,,0,,,,s
m_remarque 1,,m,substantif:critique  s féminin,substantif,,,critique,féminin,,0,,s,,
,,,substantif:objection  s féminin,substantif,,,objection,féminin,,1,,s,,
,,,generateur:[m_commentaire],generateur,,,,,,,,,,
m_remerciement,,m,substantif:remerciement  s masculin,substantif,,,remerciement,masculin,,0,,,,s
m_réminiscence,,m,substantif:réminiscence  s féminin,substantif,,,réminiscence,féminin,,0,,s,,
m_remise,,m,substantif:remise  s féminin,substantif,,,remise,féminin,,0,,s,,
m_remords 1,,m,substantif:contrition  s féminin,substantif,,,contrition,féminin,,0,,s,,
,,,substantif:repentance  s féminin,substantif,,,repentance,féminin,,0,,s,,
,,,substantif:repentir  s masculin,substantif,,,repentir,masculin,,0,,,,s
m_remplaçant,,m,substantif:remplaçant  s masculin,substantif,,,remplaçant,masculin,,0,,,,s
m_rêne,,m,substantif:rêne  s féminin,substantif,,,rêne,féminin,,0,,s,,
m_renoncement,,m,substantif:renoncement  s masculin,substantif,,,renoncement,masculin,,0,,,,s
m_rente,,m,substantif:rente  s féminin,substantif,,,rente,féminin,,0,,s,,
m_renverse,,m,substantif:renverse  s féminin,substantif,,,renverse,féminin,,0,,s,,
m_renversement,,m,substantif:renversement  s masculin,substantif,,,renversement,masculin,,0,,,,s
m_réparation,,m,substantif:réparation  s féminin,substantif,,,réparation,féminin,,0,,s,,
m_repas 2,,m,substantif:banquet  s masculin,substantif,,,banquet,masculin,,0,,,,s
,,,substantif:dîner  s masculin,substantif,,,dîner,masculin,,0,,,,s
,,,substantif:souper  s masculin,substantif,,,souper,masculin,,0,,,,s
,,,generateur:[m_repas],generateur,,,,,,,,,,
m_répétition 1,,m,substantif:rengaine  s féminin,substantif,,,rengaine,féminin,,0,,s,,
,,,substantif:recommencement  s masculin,substantif,,,recommencement,masculin,,0,,,,s
,,,substantif:redite  s féminin,substantif,,,redite,féminin,,0,,s,,
,,,substantif:routine  s féminin,substantif,,,routine,féminin,,0,,s,,
,,,generateur:[m_répétition],generateur,,,,,,,,,,
,,,generateur:[m_reprise],generateur,,,,,,,,,,
m_reporter,,m,substantif:reporter  s masculin,substantif,,,reporter,masculin,,0,,,,s
m_représentant,,m,substantif:représentant  s masculin,substantif,,,représentant,masculin,,0,,,,s
m_réquisition,,m,substantif:réquisition  s féminin,substantif,,,réquisition,féminin,,0,,s,,
m_résidence,,m,substantif:résidence  s féminin,substantif,,,résidence,féminin,,0,,s,,
m_résine,,m,substantif:résine  s féminin,substantif,,,résine,féminin,,0,,s,,
m_résolution,,m,substantif:résolution  s féminin,substantif,,,résolution,féminin,,0,,s,,
m_résonance,,m,substantif:résonance  s féminin,substantif,,,résonance,féminin,,0,,s,,
m_retour 1,,m,substantif:réincarnation  s féminin,substantif,,,réincarnation,féminin,,0,,s,,
,,,substantif:retour  s masculin,substantif,,,retour,masculin,,0,,,,s
,,,substantif:réapparition  s féminin,substantif,,,réapparition,féminin,,0,,s,,
,,,substantif:renaissance  s féminin,substantif,,,renaissance,féminin,,0,,s,,
,,,generateur:[m_résurrection],generateur,,,,,,,,,,
m_retrait,,m,substantif:retrait  s masculin,substantif,,,retrait,masculin,,0,,,,s
m_réunion 1,,m,substantif:retrouvaille  s féminin,substantif,,,retrouvaille,féminin,,0,,s,,
,,,substantif:tête-à-tête  s masculin,substantif,,,tête-à-tête,masculin,,0,,,,s
,,,generateur:[m_rendez-vous],generateur,,,,,,,,,,
,,,generateur:[m_réunion],generateur,,,,,,,,,,
m_rêve 3,,m,generateur:[m_rêve 2],generateur,,,,,,,,,,
,,,substantif:rêve  s masculin,substantif,,,rêve,masculin,,0,,,,s
,,,generateur:[m_extase],generateur,,,,,,,,,,
m_révolte,,m,substantif:révolte  s féminin,substantif,,,révolte,féminin,,0,,s,,
m_révolte 1,,m,generateur:[m_révolte],generateur,,,,,,,,,,
,,,substantif:rebellion  s féminin,substantif,,,rebellion,féminin,,0,,s,,
,,,substantif:jacquerie  s féminin,substantif,,,jacquerie,féminin,,0,,s,,
,,,substantif:sédition  s féminin,substantif,,,sédition,féminin,,0,,s,,
,,,substantif:soulèvement  s masculin,substantif,,,soulèvement,masculin,,0,,,,s
,,,substantif:insurrection  s féminin,substantif,,,insurrection,féminin,,1,,s,,
,,,generateur:[m_émeute],generateur,,,,,,,,,,
m_rhétorique,,m,substantif:rhétorique  s féminin,substantif,,,rhétorique,féminin,,0,,s,,
m_rhumatisme,,m,substantif:rhumatisme  s masculin,substantif,,,rhumatisme,masculin,,0,,,,s
m_richesse 1,,m,substantif:prolixité  s féminin,substantif,,,prolixité,féminin,,0,,s,,
,,,substantif:exhubérance  s féminin,substantif,,,exhubérance,féminin,,1,,s,,
m_riff,,m,substantif:riff  s masculin,substantif,,,riff,masculin,,0,,,,s
m_rigidité,,m,substantif:rigidité  s féminin,substantif,,,rigidité,féminin,,0,,s,,
m_rigole,,m,substantif:rigole  s féminin,substantif,,,rigole,féminin,,0,,s,,
m_rite 1,,m,substantif:cérémonial  s masculin,substantif,,,cérémonial,masculin,,0,,,,s
,,,generateur:[m_rite],generateur,,,,,,,,,,
,,,generateur:[m_rituel],generateur,,,,,,,,,,
m_rivières 1,,m,substantif:Arn   masculin,substantif,,,Arn,masculin,,1,,,,
,,,substantif:MAINE   masculin,substantif,,,MAINE,masculin,,0,,,,
,,,substantif:Vendée   féminin,substantif,,,Vendée,féminin,,0,,,,
,,,substantif:Bar   masculin,substantif,,,Bar,masculin,,0,,,,
,,,substantif:Vaucouleurs   féminin,substantif,,,Vaucouleurs,féminin,,0,,,,
,,,substantif:Baïse   féminin,substantif,,,Baïse,féminin,,0,,,,
,,,substantif:Baïsole   féminin,substantif,,,Baïsole,féminin,,0,,,,
,,,substantif:Bandiat   masculin,substantif,,,Bandiat,masculin,,0,,,,
,,,substantif:Barbanne   féminin,substantif,,,Barbanne,féminin,,0,,,,
,,,substantif:Barbuise   féminin,substantif,,,Barbuise,féminin,,0,,,,
,,,substantif:Barguelonne   féminin,substantif,,,Barguelonne,féminin,,0,,,,
,,,substantif:Barse   féminin,substantif,,,Barse,féminin,,0,,,,
,,,substantif:Bave   féminin,substantif,,,Bave,féminin,,0,,,,
,,,substantif:Beauronne   féminin,substantif,,,Beauronne,féminin,,0,,,,
,,,substantif:Bélon   féminin,substantif,,,Bélon,féminin,,0,,,,
,,,substantif:Benaize   féminin,substantif,,,Benaize,féminin,,0,,,,
,,,substantif:Bénovie   féminin,substantif,,,Bénovie,féminin,,0,,,,
,,,substantif:Bès   féminin,substantif,,,Bès,féminin,,0,,,,
,,,substantif:Besbre   féminin,substantif,,,Besbre,féminin,,0,,,,
,,,substantif:Béthune   féminin,substantif,,,Béthune,féminin,,0,,,,
,,,substantif:Beune   féminin,substantif,,,Beune,féminin,,0,,,,
,,,substantif:Beuvron   masculin,substantif,,,Beuvron,masculin,,0,,,,
,,,substantif:Bevinco   masculin,substantif,,,Bevinco,masculin,,0,,,,
,,,substantif:Bèze   féminin,substantif,,,Bèze,féminin,,0,,,,
,,,substantif:Bidassoa   féminin,substantif,,,Bidassoa,féminin,,0,,,,
,,,substantif:Bidouze   féminin,substantif,,,Bidouze,féminin,,0,,,,
,,,substantif:Bienne   féminin,substantif,,,Bienne,féminin,,0,,,,
,,,substantif:Bièvre   féminin,substantif,,,Bièvre,féminin,,0,,,,
,,,substantif:Blaise   féminin,substantif,,,Blaise,féminin,,0,,,,
,,,substantif:Blavet   masculin,substantif,,,Blavet,masculin,,0,,,,
,,,substantif:Bléone   féminin,substantif,,,Bléone,féminin,,0,,,,
,,,substantif:Blies   féminin,substantif,,,Blies,féminin,,0,,,,
,,,substantif:Boivre   féminin,substantif,,,Boivre,féminin,,0,,,,
,,,substantif:Bonnieure   féminin,substantif,,,Bonnieure,féminin,,0,,,,
,,,substantif:Borne   féminin,substantif,,,Borne,féminin,,0,,,,
,,,substantif:Borrèze   féminin,substantif,,,Borrèze,féminin,,0,,,,
,,,substantif:Bouble   féminin,substantif,,,Bouble,féminin,,0,,,,
,,,substantif:Boucheuse   féminin,substantif,,,Boucheuse,féminin,,0,,,,
,,,substantif:Boudigau   masculin,substantif,,,Boudigau,masculin,,0,,,,
,,,substantif:Boulou   masculin,substantif,,,Boulou,masculin,,0,,,,
,,,substantif:Bourbince   féminin,substantif,,,Bourbince,féminin,,0,,,,
,,,substantif:Bourbre   féminin,substantif,,,Bourbre,féminin,,0,,,,
,,,substantif:Bourne   féminin,substantif,,,Bourne,féminin,,0,,,,
,,,substantif:Boutonne   féminin,substantif,,,Boutonne,féminin,,0,,,,
,,,substantif:Bouzanne   féminin,substantif,,,Bouzanne,féminin,,0,,,,
,,,substantif:Bradascou   masculin,substantif,,,Bradascou,masculin,,0,,,,
,,,substantif:Brame   féminin,substantif,,,Brame,féminin,,0,,,,
,,,substantif:Bravona   féminin,substantif,,,Bravona,féminin,,0,,,,
,,,substantif:Braye   féminin,substantif,,,Braye,féminin,,0,,,,
,,,substantif:Brêche   féminin,substantif,,,Brêche,féminin,,0,,,,
,,,substantif:Brenne   féminin,substantif,,,Brenne,féminin,,0,,,,
,,,substantif:Bresle   féminin,substantif,,,Bresle,féminin,,0,,,,
,,,substantif:Breuchin   masculin,substantif,,,Breuchin,masculin,,0,,,,
,,,substantif:Brézou   masculin,substantif,,,Brézou,masculin,,0,,,,
,,,substantif:Briance   féminin,substantif,,,Briance,féminin,,0,,,,
,,,substantif:Bruche   féminin,substantif,,,Bruche,féminin,,0,,,,
,,,substantif:Bruxenelle   féminin,substantif,,,Bruxenelle,féminin,,0,,,,
,,,substantif:Buëch   masculin,substantif,,,Buëch,masculin,,0,,,,
,,,substantif:Burande   féminin,substantif,,,Burande,féminin,,0,,,,
,,,substantif:Cagne   féminin,substantif,,,Cagne,féminin,,0,,,,
,,,substantif:Cance   féminin,substantif,,,Cance,féminin,,0,,,,
,,,substantif:Canche   féminin,substantif,,,Canche,féminin,,0,,,,
,,,substantif:Caudeau   masculin,substantif,,,Caudeau,masculin,,0,,,,
,,,substantif:Célé   masculin,substantif,,,Célé,masculin,,0,,,,
,,,substantif:Céor   masculin,substantif,,,Céor,masculin,,0,,,,
,,,substantif:Céou   masculin,substantif,,,Céou,masculin,,0,,,,
,,,substantif:Cère   féminin,substantif,,,Cère,féminin,,0,,,,
,,,substantif:Cérou   masculin,substantif,,,Cérou,masculin,,0,,,,
,,,substantif:Cesse   féminin,substantif,,,Cesse,féminin,,0,,,,
,,,substantif:Cèze   féminin,substantif,,,Cèze,féminin,,0,,,,
,,,substantif:Chalaronne   féminin,substantif,,,Chalaronne,féminin,,0,,,,
,,,substantif:Chapeauroux   masculin,substantif,,,Chapeauroux,masculin,,0,,,,
,,,substantif:Charente   masculin,substantif,,,Charente,masculin,,0,,,,
,,,substantif:Charentonne   masculin,substantif,,,Charentonne,masculin,,0,,,,
,,,substantif:Chassezac   masculin,substantif,,,Chassezac,masculin,,0,,,,
,,,substantif:Chavanon   masculin,substantif,,,Chavanon,masculin,,0,,,,
,,,substantif:Chée   féminin,substantif,,,Chée,féminin,,0,,,,
,,,substantif:Cher   masculin,substantif,,,Cher,masculin,,0,,,,
,,,substantif:Chéran   masculin,substantif,,,Chéran,masculin,,0,,,,
,,,substantif:Chère   féminin,substantif,,,Chère,féminin,,0,,,,
,,,substantif:Chiers   masculin,substantif,,,Chiers,masculin,,0,,,,
,,,substantif:Choisille   féminin,substantif,,,Choisille,féminin,,0,,,,
,,,substantif:Ciron   masculin,substantif,,,Ciron,masculin,,0,,,,
,,,substantif:Cisse   féminin,substantif,,,Cisse,féminin,,0,,,,
,,,substantif:Claie   féminin,substantif,,,Claie,féminin,,0,,,,
,,,substantif:Clain   masculin,substantif,,,Clain,masculin,,0,,,,
,,,substantif:Claise   féminin,substantif,,,Claise,féminin,,0,,,,
,,,substantif:Clarence   féminin,substantif,,,Clarence,féminin,,0,,,,
,,,substantif:Clidane   féminin,substantif,,,Clidane,féminin,,0,,,,
,,,substantif:Clouère   féminin,substantif,,,Clouère,féminin,,0,,,,
,,,substantif:Coise   féminin,substantif,,,Coise,féminin,,0,,,,
,,,substantif:Colagne   féminin,substantif,,,Colagne,féminin,,0,,,,
,,,substantif:Côle   féminin,substantif,,,Côle,féminin,,0,,,,
,,,substantif:Colmont   masculin,substantif,,,Colmont,masculin,,0,,,,
,,,substantif:Combade   féminin,substantif,,,Combade,féminin,,0,,,,
,,,substantif:Combeauté   féminin,substantif,,,Combeauté,féminin,,0,,,,
,,,substantif:Côney   masculin,substantif,,,Côney,masculin,,0,,,,
,,,substantif:Conie   féminin,substantif,,,Conie,féminin,,0,,,,
,,,substantif:Conne   féminin,substantif,,,Conne,féminin,,0,,,,
,,,substantif:Corrèze   féminin,substantif,,,Corrèze,féminin,,0,,,,
,,,substantif:Cosson   masculin,substantif,,,Cosson,masculin,,0,,,,
,,,substantif:Couesnon   masculin,substantif,,,Couesnon,masculin,,0,,,,
,,,substantif:Coulazou   masculin,substantif,,,Coulazou,masculin,,0,,,,
,,,substantif:Coulon   masculin,substantif,,,Coulon,masculin,,0,,,,
,,,substantif:Cousances   féminin,substantif,,,Cousances,féminin,,0,,,,
,,,substantif:Cousin   masculin,substantif,,,Cousin,masculin,,0,,,,
,,,substantif:Couze   féminin,substantif,,,Couze,féminin,,0,,,,
,,,substantif:Couze Chambon   féminin,substantif,,,Couze Chambon,féminin,,0,,,,
,,,substantif:Couze Pavin   féminin,substantif,,,Couze Pavin,féminin,,0,,,,
,,,substantif:Crempse   féminin,substantif,,,Crempse,féminin,,0,,,,
,,,substantif:Creuse   féminin,substantif,,,Creuse,féminin,,0,,,,
,,,substantif:Crieulon   masculin,substantif,,,Crieulon,masculin,,0,,,,
,,,substantif:Crusnes   féminin,substantif,,,Crusnes,féminin,,0,,,,
,,,substantif:Cuisance   féminin,substantif,,,Cuisance,féminin,,0,,,,
,,,substantif:Cure   féminin,substantif,,,Cure,féminin,,0,,,,
,,,substantif:Dadou   masculin,substantif,,,Dadou,masculin,,0,,,,
,,,substantif:Dessoubre   masculin,substantif,,,Dessoubre,masculin,,0,,,,
,,,substantif:Deûle   féminin,substantif,,,Deûle,féminin,,0,,,,
,,,substantif:Dheune   féminin,substantif,,,Dheune,féminin,,0,,,,
,,,substantif:Dhuis   masculin,substantif,,,Dhuis,masculin,,0,,,,
,,,substantif:Diège   féminin,substantif,,,Diège,féminin,,0,,,,
